,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Fxyd1.17,3.84E-06,-0.967223368,0.25,0.577,0.06794125,17,Fxyd1
Igf1.17,3.85E-06,-1.405449912,0.273,0.571,0.06816087,17,Igf1
Rpsa.17,3.89E-06,0.515788268,0.841,0.793,0.068861952,17,Rpsa
Mfsd4a.17,3.90E-06,0.213710174,0.068,0.008,0.069084384,17,Mfsd4a
Thbs2.17,3.91E-06,-1.238649153,0.068,0.411,0.069171176,17,Thbs2
Mgp.17,3.94E-06,-2.039142431,0.364,0.624,0.069682256,17,Mgp
Mlycd.17,3.94E-06,0.254330678,0.136,0.026,0.069787056,17,Mlycd
Nap1l4.17,3.97E-06,0.736299796,0.545,0.265,0.07019489,17,Nap1l4
Smim20.17,4.10E-06,0.433339644,0.295,0.094,0.072626832,17,Smim20
Fkbp9.17,4.13E-06,-0.913622714,0.091,0.457,0.073065776,17,Fkbp9
Jmjd4.17,4.14E-06,0.246684992,0.091,0.013,0.073264837,17,Jmjd4
Chchd4.17,4.20E-06,0.278940674,0.159,0.034,0.074322923,17,Chchd4
Thy1.17,4.24E-06,-1.064650783,0.182,0.505,0.075113934,17,Thy1
Bccip.17,4.37E-06,0.537546551,0.386,0.144,0.07741504,17,Bccip
Gm28892.17,4.38E-06,0.254912217,0.023,0.001,0.077511989,17,Gm28892
Mif.17,4.40E-06,0.627821119,0.591,0.308,0.077897839,17,Mif
Trim54.17,4.42E-06,0.247738137,0.023,0.001,0.078300716,17,Trim54
Ankef1.17,4.45E-06,0.064862967,0.023,0.001,0.078697958,17,Ankef1
Rbbp7.17,4.46E-06,0.698502417,0.591,0.327,0.078865474,17,Rbbp7
Fbln1.17,4.47E-06,-1.196170092,0.045,0.386,0.079060617,17,Fbln1
Cdh1.17,4.49E-06,0.050595544,0.023,0.001,0.079498241,17,Cdh1
Sypl2.17,4.50E-06,0.082822466,0.023,0.001,0.079699527,17,Sypl2
Wdr43.17,4.50E-06,0.499958525,0.409,0.161,0.079730454,17,Wdr43
Snrpa1.17,4.51E-06,0.455714268,0.364,0.135,0.079851259,17,Snrpa1
Gm4786.17,4.51E-06,0.02206536,0.023,0.001,0.079901301,17,Gm4786
Fgl2.17,4.52E-06,-1.536777065,0.023,0.36,0.080040707,17,Fgl2
Clstn3.17,4.53E-06,0.080380486,0.023,0.001,0.080103564,17,Clstn3
Aspg.17,4.56E-06,0.016109696,0.023,0.001,0.080713301,17,Aspg
Gm11273.17,4.59E-06,0.221667341,0.091,0.013,0.081254853,17,Gm11273
Ss18.17,4.69E-06,0.480989145,0.341,0.122,0.082975218,17,Ss18
Pdgfra.17,4.69E-06,-1.122596028,0.114,0.439,0.083029694,17,Pdgfra
Mfap2.17,4.71E-06,-1.074208455,0.068,0.41,0.083307533,17,Mfap2
Gpatch4.17,4.87E-06,0.434871551,0.273,0.084,0.08619343,17,Gpatch4
Arl6ip5.17,4.88E-06,0.642549332,0.477,0.215,0.086420846,17,Arl6ip5
Tbcc.17,4.93E-06,0.33543913,0.159,0.034,0.087243668,17,Tbcc
Selenos.17,5.10E-06,-0.995836916,0.136,0.471,0.090346794,17,Selenos
Angptl1.17,5.12E-06,-1.745801693,0.068,0.395,0.09070073,17,Angptl1
S100a16.17,5.19E-06,0.788798554,0.727,0.508,0.091829724,17,S100a16
Cd55.17,5.29E-06,-1.203503496,0.068,0.421,0.093662479,17,Cd55
Csf1.17,5.40E-06,-1.111604025,0.068,0.393,0.095596538,17,Csf1
Glrx3.17,5.65E-06,0.65126515,0.5,0.242,0.100069051,17,Glrx3
Nol11.17,5.87E-06,0.437315513,0.227,0.063,0.103964205,17,Nol11
Prpf38b.17,5.89E-06,0.779815579,0.636,0.394,0.104232163,17,Prpf38b
Gpx1.17,5.97E-06,-0.932414356,0.25,0.57,0.105614082,17,Gpx1
Lamc1.17,5.99E-06,-0.952864568,0.182,0.522,0.105956871,17,Lamc1
Ar.17,6.04E-06,-1.172946441,0.045,0.374,0.106905766,17,Ar
Spsb2.17,6.08E-06,0.47013059,0.182,0.043,0.107608182,17,Spsb2
Syncrip.17,6.09E-06,0.604548583,0.568,0.304,0.107818198,17,Syncrip
Rps23.17,6.12E-06,0.518699279,0.841,0.843,0.108280163,17,Rps23
Dpp4.17,6.15E-06,-1.237599652,0,0.329,0.108782284,17,Dpp4
Gm4366.17,6.20E-06,0.496162938,0.25,0.074,0.109721228,17,Gm4366
Sft2d2.17,6.31E-06,0.42119074,0.182,0.044,0.111649262,17,Sft2d2
Atp5j.17,6.43E-06,0.728514064,0.705,0.47,0.11381139,17,Atp5j
Ccdc115.17,6.43E-06,0.690042498,0.205,0.053,0.113857832,17,Ccdc115
Fcgrt.17,6.49E-06,-0.982364914,0.114,0.446,0.114927972,17,Fcgrt
Rpl18-ps2.17,6.49E-06,0.203801853,0.159,0.034,0.114934782,17,Rpl18-ps2
Prmt1.17,6.53E-06,0.600359294,0.409,0.166,0.1155568,17,Prmt1
Gm48027.17,6.58E-06,0.213803616,0.045,0.004,0.11650303,17,Gm48027
Sdhc.17,6.71E-06,0.594047708,0.455,0.205,0.11869321,17,Sdhc
Larp1b.17,6.72E-06,0.281645393,0.159,0.034,0.118967465,17,Larp1b
Rpl39.17,6.82E-06,0.422244961,0.841,0.785,0.120692808,17,Rpl39
Sept4.17,6.93E-06,0.47541006,0.227,0.061,0.122717734,17,4-Sep
Ddx39.17,7.11E-06,0.558625611,0.25,0.075,0.125924533,17,Ddx39
Cct3.17,7.28E-06,0.771323441,0.5,0.245,0.128910305,17,Cct3
Plat.17,7.37E-06,-1.065539777,0.091,0.411,0.130455101,17,Plat
Nipsnap2.17,7.42E-06,0.478737195,0.318,0.111,0.131402425,17,Nipsnap2
Fth1.17,7.55E-06,-0.442546075,0.864,0.963,0.133711711,17,Fth1
Kti12.17,7.56E-06,0.379410758,0.159,0.035,0.133826198,17,Kti12
Rpl6.17,7.56E-06,0.530302483,0.795,0.745,0.13383784,17,Rpl6
Atox1.17,7.57E-06,-0.843068432,0.182,0.537,0.133970491,17,Atox1
Eif3d.17,7.76E-06,0.671354752,0.477,0.227,0.137372462,17,Eif3d
Tagln2.17,7.78E-06,-0.930948499,0.205,0.538,0.137757471,17,Tagln2
Inpp4a.17,7.97E-06,0.208712076,0.159,0.034,0.141122869,17,Inpp4a
Rpl34.17,7.99E-06,0.551745466,0.841,0.817,0.141361394,17,Rpl34
Rps6kb1.17,8.05E-06,0.623131756,0.477,0.223,0.142457709,17,Rps6kb1
Rpl31.17,8.08E-06,0.507508814,0.818,0.814,0.143048948,17,Rpl31
Gm16534.17,8.29E-06,0.088268038,0.023,0.001,0.146727971,17,Gm16534
Yars2.17,8.37E-06,0.237001451,0.159,0.035,0.148168316,17,Yars2
Kcnc1.17,8.45E-06,0.061823916,0.023,0.001,0.149568049,17,Kcnc1
Sirt2.17,8.52E-06,0.574908021,0.364,0.141,0.150747667,17,Sirt2
A930030B08Rik.17,8.53E-06,0.021643626,0.023,0.001,0.151007717,17,A930030B08Rik
Gm9027.17,8.55E-06,0.015367709,0.023,0.001,0.151369697,17,Gm9027
Tceal7.17,8.55E-06,0.012651609,0.023,0.001,0.151369697,17,Tceal7
Ndufb8.17,8.59E-06,0.684961348,0.523,0.279,0.152071854,17,Ndufb8
Nolc1.17,9.07E-06,0.810590707,0.568,0.324,0.160525927,17,Nolc1
Oaf.17,9.19E-06,-0.998579815,0.068,0.397,0.162614622,17,Oaf
Psmg2.17,9.23E-06,0.585863766,0.295,0.101,0.163430624,17,Psmg2
Hif1an.17,9.27E-06,0.227385354,0.114,0.02,0.164006274,17,Hif1an
Las1l.17,9.41E-06,0.520494876,0.341,0.124,0.166521648,17,Las1l
Sdad1.17,9.51E-06,0.512643502,0.295,0.099,0.168261303,17,Sdad1
Tshz2.17,9.59E-06,-1.056177468,0.045,0.371,0.169765381,17,Tshz2
Srrm2.17,9.63E-06,0.781583456,0.795,0.626,0.170405189,17,Srrm2
Entpd2.17,9.67E-06,-1.105947651,0.023,0.342,0.171133563,17,Entpd2
Bicc1.17,9.74E-06,-0.705211991,0.114,0.477,0.172316832,17,Bicc1
Rpsa-ps4.17,9.89E-06,0.060420435,0.045,0.004,0.174980856,17,Rpsa-ps4
Gal.17,9.94E-06,0.173146485,0.045,0.004,0.175845388,17,Gal
Snx1.17,1.01E-05,0.482996473,0.477,0.212,0.179278407,17,Snx1
Eprs.17,1.02E-05,0.546440389,0.705,0.426,0.18101565,17,Eprs
S100a13.17,1.05E-05,-0.92887374,0.25,0.548,0.185707182,17,S100a13
Mettl25.17,1.05E-05,0.180573568,0.091,0.014,0.186521921,17,Mettl25
Nop56.17,1.06E-05,0.678542208,0.568,0.309,0.187395907,17,Nop56
Hmgb3.17,1.07E-05,0.350194944,0.136,0.028,0.189923127,17,Hmgb3
Mical3.17,1.08E-05,0.435626105,0.159,0.036,0.191137651,17,Mical3
Tmem69.17,1.14E-05,0.212668722,0.091,0.014,0.202231381,17,Tmem69
Cstf2t.17,1.14E-05,0.299235789,0.159,0.036,0.202395525,17,Cstf2t
Gm8960.17,1.14E-05,0.107842458,0.045,0.004,0.202560881,17,Gm8960
Mrpl46.17,1.15E-05,0.356889921,0.182,0.045,0.204373773,17,Mrpl46
Gm38384.17,1.16E-05,0.125008371,0.045,0.004,0.20528695,17,Gm38384
Socs3.17,1.16E-05,-1.032513961,0.273,0.585,0.205795448,17,Socs3
Rpl22l1.17,1.18E-05,0.675799197,0.75,0.553,0.20820724,17,Rpl22l1
Ifi203.17,1.20E-05,-1.408244387,0.091,0.396,0.212775319,17,Ifi203
Smoc2.17,1.23E-05,-1.872189299,0.205,0.49,0.217911841,17,Smoc2
Slc25a11.17,1.25E-05,0.62282668,0.318,0.117,0.221355476,17,Slc25a11
Psmd1.17,1.27E-05,0.616994049,0.455,0.213,0.224282832,17,Psmd1
Fam98b.17,1.27E-05,0.492087464,0.364,0.14,0.225223732,17,Fam98b
Gas6.17,1.29E-05,-1.340855507,0.045,0.36,0.227494659,17,Gas6
Slc52a2.17,1.30E-05,0.155317617,0.114,0.02,0.230173485,17,Slc52a2
Rps10.17,1.31E-05,0.580999098,0.795,0.699,0.231291114,17,Rps10
Fcf1.17,1.31E-05,0.567890153,0.386,0.16,0.231422253,17,Fcf1
Olfml2b.17,1.31E-05,0.824113113,0.591,0.372,0.232477871,17,Olfml2b
Gm48796.17,1.32E-05,0.297948653,0.045,0.004,0.23441138,17,Gm48796
Coq7.17,1.33E-05,0.575453323,0.205,0.056,0.235340967,17,Coq7
Mcl1.17,1.33E-05,-0.724521489,0.341,0.629,0.236222914,17,Mcl1
Dimt1.17,1.34E-05,0.285132791,0.182,0.045,0.236820415,17,Dimt1
Polr2e.17,1.34E-05,0.602780741,0.409,0.177,0.23738499,17,Polr2e
Nova1.17,1.37E-05,-1.10728842,0,0.31,0.242563804,17,Nova1
Dars.17,1.37E-05,0.479615723,0.318,0.112,0.243065772,17,Dars
Zc3h13.17,1.39E-05,0.647188912,0.545,0.279,0.245885394,17,Zc3h13
Tcerg1.17,1.40E-05,0.683893584,0.477,0.224,0.247789069,17,Tcerg1
Smim14.17,1.43E-05,-0.929170636,0.068,0.394,0.253889809,17,Smim14
Ier5.17,1.44E-05,-1.050829949,0.114,0.43,0.254580684,17,Ier5
Scn7a.17,1.45E-05,-1.063176693,0.023,0.34,0.257222949,17,Scn7a
Zfp82.17,1.46E-05,0.182322868,0.023,0.001,0.257944877,17,Zfp82
Gm18726.17,1.46E-05,0.087352131,0.023,0.001,0.258533075,17,Gm18726
Gm43566.17,1.46E-05,0.078964945,0.023,0.001,0.258533075,17,Gm43566
Wdr46-ps.17,1.47E-05,0.096256499,0.023,0.001,0.259713311,17,Wdr46-ps
Thyn1.17,1.47E-05,0.277010061,0.182,0.045,0.260886755,17,Thyn1
Tsr1.17,1.48E-05,0.471299455,0.295,0.101,0.261746705,17,Tsr1
Rbmx2-ps.17,1.48E-05,0.083148834,0.023,0.001,0.262686421,17,Rbmx2-ps
Gm35405.17,1.48E-05,0.036534275,0.023,0.001,0.262686421,17,Gm35405
Gss.17,1.49E-05,0.24230177,0.136,0.028,0.263752988,17,Gss
Rps4x.17,1.49E-05,0.610369999,0.818,0.782,0.264078581,17,Rps4x
Mxra8.17,1.49E-05,-0.90040499,0.091,0.416,0.264251914,17,Mxra8
Gm18821.17,1.50E-05,0.021101039,0.023,0.001,0.265088246,17,Gm18821
Phox2a.17,1.50E-05,0.045177866,0.023,0.001,0.265691966,17,Phox2a
BC055324.17,1.50E-05,0.024640797,0.023,0.001,0.265691966,17,BC055324
Gm6828.17,1.50E-05,0.022646194,0.023,0.001,0.265691966,17,Gm6828
Tmsb10.17,1.50E-05,-0.480582061,0.523,0.777,0.266168578,17,Tmsb10
Col19a1.17,1.51E-05,0.035922745,0.023,0.001,0.266903341,17,Col19a1
Fam78a.17,1.51E-05,0.043107576,0.023,0.001,0.267511002,17,Fam78a
Rps19bp1.17,1.51E-05,0.382161011,0.318,0.112,0.267684826,17,Rps19bp1
Ndufs3.17,1.54E-05,0.446928227,0.341,0.132,0.271819109,17,Ndufs3
Gm37314.17,1.56E-05,0.136754968,0.045,0.004,0.276692726,17,Gm37314
Slc43a3.17,1.57E-05,-1.099174754,0.045,0.359,0.277850743,17,Slc43a3
Dld.17,1.60E-05,0.500150602,0.386,0.155,0.283912148,17,Dld
Selenok.17,1.63E-05,-0.775710372,0.227,0.541,0.288253114,17,Selenok
Ndufb9.17,1.65E-05,0.844966706,0.545,0.315,0.291577942,17,Ndufb9
Pycrl.17,1.67E-05,0.379676395,0.136,0.029,0.295641336,17,Pycrl
Uba52.17,1.69E-05,0.678734208,0.773,0.707,0.299192693,17,Uba52
Tram1.17,1.70E-05,-0.842455515,0.045,0.376,0.300768387,17,Tram1
Smarca2.17,1.70E-05,-0.98904612,0.136,0.44,0.301209167,17,Smarca2
Idh2.17,1.71E-05,0.726553219,0.341,0.137,0.302011102,17,Idh2
Metap2.17,1.71E-05,0.705960833,0.636,0.391,0.302260943,17,Metap2
Sptbn1.17,1.71E-05,-0.742584841,0.477,0.749,0.302348578,17,Sptbn1
Sema3c.17,1.71E-05,-1.253273594,0.159,0.471,0.302610423,17,Sema3c
Ndufs1.17,1.72E-05,0.419657828,0.295,0.102,0.30433835,17,Ndufs1
Mtss1.17,1.74E-05,0.286863488,0.159,0.037,0.308333605,17,Mtss1
Fam221a.17,1.76E-05,0.181578388,0.045,0.004,0.312173052,17,Fam221a
Tnnt3.17,1.77E-05,0.572823145,0.182,0.048,0.312645621,17,Tnnt3
Eif3h.17,1.78E-05,0.805376973,0.614,0.375,0.314180251,17,Eif3h
Ndufv1.17,1.80E-05,0.598491081,0.409,0.173,0.318728261,17,Ndufv1
Safb.17,1.80E-05,0.687623781,0.5,0.27,0.318951968,17,Safb
Gas5.17,1.81E-05,0.622639549,0.841,0.702,0.320001579,17,Gas5
Dstn.17,1.82E-05,-0.931445222,0.045,0.358,0.322489955,17,Dstn
Emg1.17,1.83E-05,0.571301378,0.409,0.18,0.324768335,17,Emg1
Gpx8.17,1.86E-05,-0.685995558,0.068,0.412,0.330036735,17,Gpx8
Btg2.17,1.87E-05,-0.806978703,0.477,0.75,0.330939637,17,Btg2
Rps2.17,1.88E-05,0.594838985,0.841,0.827,0.33219786,17,Rps2
Trap1.17,1.89E-05,0.341732571,0.25,0.078,0.335363193,17,Trap1
Postn.17,1.91E-05,-1.479353089,0.386,0.606,0.338524137,17,Postn
Hmgn1.17,1.94E-05,0.651266521,0.705,0.505,0.343983749,17,Hmgn1
Msra.17,1.97E-05,0.183352698,0.114,0.021,0.34827028,17,Msra
Orc6.17,2.00E-05,0.416116815,0.273,0.089,0.354362948,17,Orc6
Sfpq.17,2.01E-05,0.578109969,0.636,0.368,0.35565003,17,Sfpq
Tomm5.17,2.02E-05,0.552030164,0.341,0.136,0.357066309,17,Tomm5
Ublcp1.17,2.03E-05,0.454605864,0.273,0.092,0.359728171,17,Ublcp1
Cebpd.17,2.06E-05,-0.952038935,0.568,0.744,0.364745738,17,Cebpd
Gnl3.17,2.08E-05,0.533805158,0.659,0.389,0.368742788,17,Gnl3
U2af1.17,2.10E-05,0.530391378,0.455,0.212,0.371744639,17,U2af1
Utp14a.17,2.11E-05,0.497748544,0.364,0.146,0.374292682,17,Utp14a
Srebf2.17,2.12E-05,0.393621316,0.25,0.077,0.375358979,17,Srebf2
Dhx8.17,2.13E-05,0.512908807,0.182,0.047,0.376217213,17,Dhx8
Gm10131.17,2.14E-05,0.168129892,0.068,0.009,0.379441547,17,Gm10131
Zbtb20.17,2.19E-05,-0.637185428,0.636,0.8,0.387074517,17,Zbtb20
Pmf1.17,2.20E-05,0.256512629,0.091,0.014,0.389677815,17,Pmf1
Tgfbr3.17,2.20E-05,-0.926212576,0.091,0.412,0.390129478,17,Tgfbr3
Siah2.17,2.20E-05,0.320718339,0.159,0.037,0.390176982,17,Siah2
Mphosph8.17,2.21E-05,0.596549871,0.364,0.146,0.390517334,17,Mphosph8
Psmd7.17,2.21E-05,0.538456913,0.636,0.375,0.392030851,17,Psmd7
Fancm.17,2.23E-05,0.218071589,0.114,0.021,0.395350324,17,Fancm
Cox14.17,2.28E-05,0.657439547,0.477,0.247,0.404361082,17,Cox14
Mrpl50.17,2.32E-05,0.469325559,0.25,0.081,0.409992205,17,Mrpl50
Pla1a.17,2.34E-05,-1.309365147,0.023,0.321,0.414882213,17,Pla1a
Ccnd2.17,2.39E-05,-0.86165189,0.045,0.376,0.423769328,17,Ccnd2
Zfp1.17,2.41E-05,0.268351594,0.182,0.047,0.427164003,17,Zfp1
Atf6.17,2.43E-05,0.699483634,0.318,0.119,0.429353387,17,Atf6
Rps6.17,2.43E-05,0.546951462,0.75,0.694,0.429515582,17,Rps6
Gm43339.17,2.44E-05,0.305110183,0.023,0.001,0.43114854,17,Gm43339
Chst13.17,2.45E-05,0.087908561,0.023,0.001,0.433023102,17,Chst13
AK157302.17,2.45E-05,0.157894681,0.023,0.001,0.433963289,17,AK157302
Gm15808.17,2.45E-05,0.157530947,0.023,0.001,0.433963289,17,Gm15808
Gm15790.17,2.45E-05,0.114094048,0.023,0.001,0.433963289,17,Gm15790
Ubac1.17,2.46E-05,0.363919614,0.25,0.078,0.434810933,17,Ubac1
Gm13186.17,2.46E-05,0.084114936,0.023,0.001,0.435849491,17,Gm13186
Tmem116.17,2.48E-05,0.047847713,0.023,0.001,0.438693424,17,Tmem116
Sumo2.17,2.48E-05,0.117401249,0.068,0.009,0.439804243,17,Sumo2
Syt8.17,2.51E-05,0.025772522,0.023,0.001,0.443472579,17,Syt8
Dusp9.17,2.51E-05,0.025257796,0.023,0.001,0.443472579,17,Dusp9
Mypn.17,2.51E-05,0.050286178,0.023,0.001,0.444434335,17,Mypn
Oaz3.17,2.51E-05,0.032818916,0.023,0.001,0.444434335,17,Oaz3
Rpl17-ps7.17,2.53E-05,0.021220005,0.023,0.001,0.44733152,17,Rpl17-ps7
Gm3940.17,2.53E-05,0.023857837,0.023,0.001,0.448301234,17,Gm3940
Mrpl41.17,2.56E-05,0.645083166,0.25,0.082,0.453775588,17,Mrpl41
Stard7.17,2.61E-05,0.370221512,0.227,0.069,0.462584404,17,Stard7
Clmp.17,2.62E-05,-0.927653979,0.045,0.347,0.462858279,17,Clmp
2810468N07Rik.17,2.62E-05,0.210226683,0.091,0.015,0.462859026,17,2810468N07Rik
Tomm22.17,2.62E-05,0.605523783,0.455,0.216,0.464063597,17,Tomm22
Elac2.17,2.63E-05,0.350348708,0.159,0.038,0.466000132,17,Elac2
Sntb2.17,2.66E-05,-0.910187293,0.068,0.384,0.471262155,17,Sntb2
Spag7.17,2.69E-05,0.404232135,0.364,0.144,0.476900973,17,Spag7
Scml4.17,2.71E-05,0.239139783,0.068,0.009,0.480192716,17,Scml4
Hnrnpdl.17,2.74E-05,0.872617099,0.614,0.417,0.485408568,17,Hnrnpdl
Fst.17,2.77E-05,-1.242910886,0.068,0.382,0.490729265,17,Fst
Prpf40b.17,2.79E-05,0.539743441,0.227,0.069,0.493203977,17,Prpf40b
Gm12355.17,2.80E-05,0.246096921,0.045,0.004,0.495872012,17,Gm12355
Cavin1.17,2.83E-05,-0.865016093,0.273,0.569,0.500916918,17,Cavin1
Iigp1.17,2.84E-05,-1.717354779,0.023,0.316,0.502043377,17,Iigp1
Klhl22.17,2.84E-05,0.707792713,0.227,0.071,0.502125382,17,Klhl22
Fbxo30.17,2.86E-05,0.665855662,0.295,0.108,0.506178977,17,Fbxo30
Srpx.17,2.87E-05,-0.907948308,0,0.293,0.508009605,17,Srpx
Srsf7.17,2.92E-05,0.561120233,0.659,0.389,0.51628073,17,Srsf7
Edc4.17,2.92E-05,0.282601844,0.205,0.057,0.517492047,17,Edc4
Nav1.17,3.02E-05,-0.993416016,0.114,0.412,0.534797426,17,Nav1
Eif4a-ps4.17,3.09E-05,0.113271517,0.068,0.009,0.546559459,17,Eif4a-ps4
Mrln.17,3.10E-05,0.312333557,0.091,0.015,0.547976569,17,Mrln
Hnrnpab.17,3.16E-05,0.691199449,0.545,0.323,0.559865627,17,Hnrnpab
Prr13.17,3.19E-05,-0.941199725,0.068,0.357,0.564178636,17,Prr13
Rbfox2.17,3.19E-05,0.544343495,0.432,0.21,0.564604261,17,Rbfox2
Abcf2.17,3.25E-05,0.356530935,0.205,0.059,0.576075704,17,Abcf2
AC132307.1.17,3.28E-05,0.115336307,0.045,0.004,0.579666599,17,AC132307.1
Arf4.17,3.30E-05,-0.728619763,0.455,0.658,0.584236423,17,Arf4
Ccdc58.17,3.31E-05,0.483179906,0.25,0.08,0.585801163,17,Ccdc58
Park7.17,3.33E-05,0.539997905,0.636,0.372,0.589834075,17,Park7
Adssl1.17,3.34E-05,0.179222285,0.045,0.004,0.591948398,17,Adssl1
Pkm.17,3.36E-05,0.601855418,0.614,0.365,0.595488588,17,Pkm
Lta4h.17,3.45E-05,0.366841165,0.364,0.144,0.609814665,17,Lta4h
Ece1.17,3.45E-05,-0.903933607,0.068,0.372,0.609876877,17,Ece1
Naa15.17,3.45E-05,0.644366885,0.477,0.252,0.611188335,17,Naa15
Cmtm3.17,3.47E-05,-0.849606175,0.023,0.316,0.614156779,17,Cmtm3
Ruvbl1.17,3.49E-05,0.379174869,0.273,0.093,0.618065322,17,Ruvbl1
P3h3.17,3.51E-05,-0.908451175,0.045,0.338,0.620882092,17,P3h3
Atp1a1.17,3.54E-05,0.808615601,0.409,0.199,0.626208912,17,Atp1a1
Antxr1.17,3.54E-05,-0.940286957,0.25,0.508,0.626950029,17,Antxr1
Ccdc86.17,3.55E-05,0.358683721,0.182,0.049,0.627531619,17,Ccdc86
Smarcc1.17,3.61E-05,0.53864765,0.455,0.219,0.638685877,17,Smarcc1
Uqcrh.17,3.62E-05,0.655338177,0.682,0.518,0.640526993,17,Uqcrh
Tmem189.17,3.69E-05,0.482928417,0.159,0.04,0.65324934,17,Tmem189
Dnajc11.17,3.69E-05,0.518547503,0.205,0.06,0.65325075,17,Dnajc11
Dnajb9.17,3.75E-05,-0.931382839,0.045,0.343,0.664348748,17,Dnajb9
Rbm20.17,3.77E-05,0.170401517,0.045,0.004,0.666967761,17,Rbm20
Creb5.17,3.78E-05,-1.039683378,0.045,0.341,0.669305112,17,Creb5
Ms4a4d.17,3.83E-05,-0.915108282,0,0.286,0.678126492,17,Ms4a4d
Pemt.17,3.87E-05,0.216238076,0.068,0.009,0.685691268,17,Pemt
Hax1.17,3.88E-05,0.30597171,0.205,0.059,0.686318291,17,Hax1
Itgb5.17,3.89E-05,-0.822242157,0,0.285,0.688936942,17,Itgb5
Xirp1.17,3.90E-05,0.662718956,0.023,0.001,0.689887241,17,Xirp1
Usf3.17,3.90E-05,0.299891669,0.205,0.059,0.691004369,17,Usf3
Gm37402.17,3.91E-05,0.150082571,0.023,0.001,0.69274988,17,Gm37402
AI467606.17,3.94E-05,0.086791383,0.023,0.001,0.697064986,17,AI467606
Gm7556.17,3.95E-05,0.080832056,0.023,0.001,0.698509014,17,Gm7556
Gm16141.17,3.96E-05,0.086033971,0.023,0.001,0.701405593,17,Gm16141
5330439A09Rik.17,3.98E-05,0.145329045,0.023,0.001,0.70431357,17,5330439A09Rik
Rps12.17,4.01E-05,0.527302127,0.886,0.89,0.709790783,17,Rps12
Mcam.17,4.01E-05,0.223763301,0.114,0.022,0.710007157,17,Mcam
Gm8420.17,4.02E-05,0.034393166,0.023,0.001,0.71163365,17,Gm8420
4930455C13Rik.17,4.05E-05,0.014906996,0.023,0.001,0.716060293,17,4930455C13Rik
Ndufaf4.17,4.05E-05,0.325773162,0.273,0.091,0.716842581,17,Ndufaf4
P2rx1.17,4.07E-05,0.014286479,0.023,0.001,0.720513057,17,P2rx1
Plxdc2.17,4.09E-05,-1.003609058,0.182,0.468,0.724135908,17,Plxdc2
Gda.17,4.23E-05,-0.978650941,0,0.283,0.748872633,17,Gda
Scpep1.17,4.29E-05,-0.674752159,0.068,0.377,0.760114353,17,Scpep1
Wnk3.17,4.34E-05,0.109132229,0.045,0.004,0.768931767,17,Wnk3
Thbs3.17,4.35E-05,-0.898815076,0.091,0.381,0.770790213,17,Thbs3
Ndufa9.17,4.39E-05,0.432798434,0.341,0.137,0.77658542,17,Ndufa9
Lpp.17,4.42E-05,-0.848947608,0.068,0.374,0.782933635,17,Lpp
Loxl1.17,4.48E-05,-0.723786242,0.318,0.595,0.793552952,17,Loxl1
Medag.17,4.50E-05,-0.852886348,0.205,0.514,0.797182019,17,Medag
Btf3.17,4.51E-05,0.624398456,0.614,0.4,0.798089727,17,Btf3
Cox6c.17,4.60E-05,0.562868794,0.795,0.673,0.813370445,17,Cox6c
Rbm28.17,4.60E-05,0.554940935,0.455,0.219,0.813428598,17,Rbm28
Jak1.17,4.61E-05,-0.810251329,0.205,0.492,0.816618207,17,Jak1
Dpep1.17,4.68E-05,-1.135426137,0.114,0.397,0.827928977,17,Dpep1
Sdhaf1.17,4.71E-05,0.404505241,0.159,0.039,0.834142064,17,Sdhaf1
Pnn.17,4.72E-05,0.547180256,0.636,0.387,0.83541292,17,Pnn
Myo10.17,4.74E-05,0.669203626,0.25,0.085,0.838412856,17,Myo10
Vat1.17,4.75E-05,-0.836215704,0.023,0.305,0.840725915,17,Vat1
Acadl.17,4.75E-05,0.612306664,0.409,0.198,0.841011662,17,Acadl
Utp25.17,4.89E-05,0.378630318,0.159,0.04,0.865687005,17,Utp25
1700021F05Rik.17,4.95E-05,0.342776349,0.273,0.092,0.876663566,17,1700021F05Rik
Suclg1.17,4.97E-05,0.619411188,0.432,0.209,0.879769109,17,Suclg1
Ddr2.17,5.03E-05,-0.919057571,0.159,0.453,0.890708802,17,Ddr2
Atp5d.17,5.11E-05,0.586292195,0.659,0.431,0.904203558,17,Atp5d
Gm10557.17,5.18E-05,0.150665531,0.091,0.015,0.916287391,17,Gm10557
Elp4.17,5.22E-05,0.317172624,0.136,0.031,0.923200021,17,Elp4
Gabarap.17,5.30E-05,-0.730916708,0.409,0.622,0.937943717,17,Gabarap
Mmp3.17,5.37E-05,-1.615645367,0.023,0.314,0.950663617,17,Mmp3
Uqcrb.17,5.42E-05,0.465623205,0.682,0.436,0.958736829,17,Uqcrb
Ybey.17,5.44E-05,0.201883874,0.068,0.009,0.962621958,17,Ybey
Polr2k.17,5.46E-05,0.386815779,0.205,0.061,0.966981036,17,Polr2k
Sri.17,5.57E-05,-0.872277631,0.114,0.402,0.984979313,17,Sri
Abca8a.17,5.60E-05,-1.029330511,0.045,0.349,0.99164741,17,Abca8a
Coa7.17,5.65E-05,0.297182136,0.114,0.023,0.999788306,17,Coa7
Rps20.17,5.65E-05,0.406641463,0.886,0.815,1,17,Rps20
